,Name,Link,Affected Package,Description
38,Improper Input Validation in glibc-langpack-en | CVE-2022-23219 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-23219,RHEL:8,"The deprecated compatibility function clnt_create in the sunrpc module of the GNU C Library (aka glibc) through 2.34 copies its hostname argument on the stack without validating its length, which may result in a buffer overflow, potentially resulting in a denial of service or (if an application is not built with a stack protector enabled) arbitrary code execution."
39,Off-by-one Error in glibc-common | CVE-2021-3999 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-3999,RHEL:8,A flaw was found in glibc. An off-by-one buffer overflow and underflow in getcwd() may lead to memory corruption when the size of the buffer is exactly 1. A local attacker who can control the input buffer and size passed to getcwd() in a setuid program could use this flaw to potentially execute arbitrary code and escalate their privileges on the system.
40,Improper Input Validation in glibc-common | CVE-2022-23218 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-23218,RHEL:8,"The deprecated compatibility function svcunix_create in the sunrpc module of the GNU C Library (aka glibc) through 2.34 copies its path argument on the stack without validating its length, which may result in a buffer overflow, potentially resulting in a denial of service or (if an application is not built with a stack protector enabled) arbitrary code execution."
41,Improper Input Validation in glibc-common | CVE-2022-23219 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-23219,RHEL:8,"The deprecated compatibility function clnt_create in the sunrpc module of the GNU C Library (aka glibc) through 2.34 copies its hostname argument on the stack without validating its length, which may result in a buffer overflow, potentially resulting in a denial of service or (if an application is not built with a stack protector enabled) arbitrary code execution."
42,Off-by-one Error in glibc | CVE-2021-3999 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-3999,RHEL:8,A flaw was found in glibc. An off-by-one buffer overflow and underflow in getcwd() may lead to memory corruption when the size of the buffer is exactly 1. A local attacker who can control the input buffer and size passed to getcwd() in a setuid program could use this flaw to potentially execute arbitrary code and escalate their privileges on the system.
43,Improper Input Validation in glibc | CVE-2022-23218 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-23218,RHEL:8,"The deprecated compatibility function svcunix_create in the sunrpc module of the GNU C Library (aka glibc) through 2.34 copies its path argument on the stack without validating its length, which may result in a buffer overflow, potentially resulting in a denial of service or (if an application is not built with a stack protector enabled) arbitrary code execution."
44,Improper Input Validation in glibc | CVE-2022-23219 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-23219,RHEL:8,"The deprecated compatibility function clnt_create in the sunrpc module of the GNU C Library (aka glibc) through 2.34 copies its hostname argument on the stack without validating its length, which may result in a buffer overflow, potentially resulting in a denial of service or (if an application is not built with a stack protector enabled) arbitrary code execution."
45,Acceptance of Extraneous Untrusted Data With Trusted Data in cryptsetup-libs | CVE-2021-4122 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-4122,RHEL:8,"It was found that a specially crafted LUKS header could trick cryptsetup into disabling encryption during the recovery of the device. An attacker with physical access to the medium, such as a flash disk, could use this flaw to force a user into permanently disabling the encryption layer of that medium."
46,Out-of-Bounds in zlib | CVE-2018-25032 | Snyk,https://www.cve.org/CVERecord?id=CVE-2018-25032,RHEL:8,"zlib before 1.2.12 allows memory corruption when deflating (i.e., when compressing) if the input has many distant matches."
47,Incorrect Behavior Order: Early Validation in xz-libs | CVE-2022-1271 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-1271,RHEL:8,"An arbitrary file write vulnerability was found in GNU gzip's zgrep utility. When zgrep is applied on the attacker's chosen file name (for example, a crafted file name), this can overwrite an attacker's content to an arbitrary attacker-selected file. This flaw occurs due to insufficient validation when processing filenames with two or more newlines where selected content and the target file names are embedded in crafted multi-line file names. This flaw allows a remote, low privileged attacker to force zgrep to write arbitrary files on the system."
48,Use After Free in systemd-pam | CVE-2022-2526 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-2526,RHEL:8,"A use-after-free vulnerability was found in systemd. This issue occurs due to the on_stream_io() function and dns_stream_complete() function in 'resolved-dns-stream.c' not incrementing the reference counting for the DnsStream object. Therefore, other functions and callbacks called can dereference the DNSStream object, causing the use-after-free when the reference is still used later."
49,Use After Free in systemd-libs | CVE-2022-2526 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-2526,RHEL:8,"A use-after-free vulnerability was found in systemd. This issue occurs due to the on_stream_io() function and dns_stream_complete() function in 'resolved-dns-stream.c' not incrementing the reference counting for the DnsStream object. Therefore, other functions and callbacks called can dereference the DNSStream object, causing the use-after-free when the reference is still used later."
50,Loop with Unreachable Exit Condition ('Infinite Loop') in openssl-libs | CVE-2022-0778 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-0778,RHEL:8,"The BN_mod_sqrt() function, which computes a modular square root, contains a bug that can cause it to loop forever for non-prime moduli. Internally this function is used when parsing certificates that contain elliptic curve public keys in compressed form or explicit elliptic curve parameters with a base point encoded in compressed form. It is possible to trigger the infinite loop by crafting a certificate that has invalid explicit curve parameters. Since certificate parsing happens prior to verification of the certificate signature, any process that parses an externally supplied certificate may thus be subject to a denial of service attack. The infinite loop can also be reached when parsing crafted private keys as they can contain explicit elliptic curve parameters. Thus vulnerable situations include: - TLS clients consuming server certificates - TLS servers consuming client certificates - Hosting providers taking certificates or private keys from customers - Certificate authorities parsing certification requests from subscribers - Anything else which parses ASN.1 elliptic curve parameters Also any other applications that use the BN_mod_sqrt() where the attacker can control the parameter values are vulnerable to this DoS issue. In the OpenSSL 1.0.2 version the public key is not parsed during initial parsing of the certificate which makes it slightly harder to trigger the infinite loop. However any operation which requires the public key from the certificate will trigger the infinite loop. In particular the attacker can use a self-signed certificate to trigger the loop during verification of the certificate signature. This issue affects OpenSSL versions 1.0.2, 1.1.1 and 3.0. It was addressed in the releases of 1.1.1n and 3.0.2 on the 15th March 2022. Fixed in OpenSSL 3.0.2 (Affected 3.0.0,3.0.1). Fixed in OpenSSL 1.1.1n (Affected 1.1.1-1.1.1m). Fixed in OpenSSL 1.0.2zd (Affected 1.0.2-1.0.2zc)."
51,Incorrect Behavior Order: Early Validation in gzip | CVE-2022-1271 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-1271,RHEL:8,"An arbitrary file write vulnerability was found in GNU gzip's zgrep utility. When zgrep is applied on the attacker's chosen file name (for example, a crafted file name), this can overwrite an attacker's content to an arbitrary attacker-selected file. This flaw occurs due to insufficient validation when processing filenames with two or more newlines where selected content and the target file names are embedded in crafted multi-line file names. This flaw allows a remote, low privileged attacker to force zgrep to write arbitrary files on the system."
