,Name,Link,Affected Package,Description
19,Release of Invalid Pointer or Reference in tiff | CVE-2022-2521 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-2521,Debian:11,It was found in libtiff 4.4.0rc1 that there is an invalid pointer free operation in TIFFClose() at tif_close.c:131 called by tiffcrop.c:2522 that can cause a program crash and denial of service while processing crafted input.
20,Out-of-bounds Read in tiff | CVE-2017-9117 | Snyk,https://www.cve.org/CVERecord?id=CVE-2017-9117,Debian:11,"In LibTIFF 4.0.7, the program processes BMP images without verifying that biWidth and biHeight in the bitmap-information header match the actual input, leading to a heap-based buffer over-read in bmp2tiff."
21,NULL Pointer Dereference in tiff | CVE-2018-10126 | Snyk,https://www.cve.org/CVERecord?id=CVE-2018-10126,Debian:11,LibTIFF 4.0.9 has a NULL pointer dereference in the jpeg_fdct_16x16 function in jfdctint.c.
22,Missing Release of Resource after Effective Lifetime in tiff | CVE-2017-16232 | Snyk,https://www.cve.org/CVERecord?id=CVE-2017-16232,Debian:11,"** DISPUTED ** LibTIFF 4.0.8 has multiple memory leak vulnerabilities, which allow attackers to cause a denial of service (memory consumption), as demonstrated by tif_open.c, tif_lzw.c, and tif_aux.c. NOTE: Third parties were unable to reproduce the issue."
23,Use After Free in tiff | CVE-2017-17973 | Snyk,https://www.cve.org/CVERecord?id=CVE-2017-17973,Debian:11,"** DISPUTED ** In LibTIFF 4.0.8, there is a heap-based use-after-free in the t2p_writeproc function in tiff2pdf.c. NOTE: there is a third-party report of inability to reproduce this issue."
24,Out-of-bounds Read in tiff | CVE-2017-5563 | Snyk,https://www.cve.org/CVERecord?id=CVE-2017-5563,Debian:11,LibTIFF version 4.0.7 is vulnerable to a heap-based buffer over-read in tif_lzw.c resulting in DoS or code execution via a crafted bmp image to tools/bmp2tiff.
25,Divide By Zero in tiff | CVE-2014-8130 | Snyk,https://www.cve.org/CVERecord?id=CVE-2014-8130,Debian:11,"The _TIFFmalloc function in tif_unix.c in LibTIFF 4.0.3 does not reject a zero size, which allows remote attackers to cause a denial of service (divide-by-zero error and application crash) via a crafted TIFF image that is mishandled by the TIFFWriteScanline function in tif_write.c, as demonstrated by tiffdither."
26,Use of Externally-Controlled Format String in tcl8.6 | CVE-2021-35331 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-35331,Debian:11,"** DISPUTED ** In Tcl 8.6.11, a format string vulnerability in nmakehlp.c might allow code execution via a crafted file. NOTE: multiple third parties dispute the significance of this finding."
27,CVE-2005-2541 in tar | CVE-2005-2541 | Snyk,https://www.cve.org/CVERecord?id=CVE-2005-2541,Debian:11,"Tar 1.15.1 does not properly warn the user when extracting setuid or setgid files, which may allow local users or remote attackers to gain privileges."
28,Authentication Bypass in systemd | CVE-2020-13529 | Snyk,https://www.cve.org/CVERecord?id=CVE-2020-13529,Debian:11,An exploitable denial-of-service vulnerability exists in Systemd 245. A specially crafted DHCP FORCERENEW packet can cause a server running the DHCP client to be vulnerable to a DHCP ACK spoofing attack. An attacker can forge a pair of FORCERENEW and DCHP ACK packets to reconfigure the server.
29,Off-by-one Error in systemd | CVE-2022-3821 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-3821,Debian:11,"An off-by-one Error issue was discovered in Systemd in format_timespan() function of time-util.c. An attacker could supply specific values for time and accuracy that leads to buffer overrun in format_timespan(), leading to a Denial of Service."
30,CVE-2022-4415 in systemd | CVE-2022-4415 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-4415,Debian:11,A vulnerability was found in systemd. This security flaw can cause a local information leak due to systemd-coredump not respecting the fs.suid_dumpable kernel setting.
31,Link Following in systemd | CVE-2013-4392 | Snyk,https://www.cve.org/CVERecord?id=CVE-2013-4392,Debian:11,"systemd, when updating file permissions, allows local users to change the permissions and SELinux security contexts for arbitrary files via a symlink attack on unspecified files."
32,Out-of-bounds Read in sqlite3 | CVE-2021-36690 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-36690,Debian:11,"** DISPUTED ** A segmentation fault can occur in the sqlite3.exe command-line component of SQLite 3.36.0 via the idxGetTableInfo function when there is a crafted SQL query. NOTE: the vendor disputes the relevance of this report because a sqlite3.exe user already has full privileges (e.g., is intentionally allowed to execute commands). This report does NOT imply any problem in the SQLite library."
33,Memory Leak in sqlite3 | CVE-2021-45346 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-45346,Debian:11,"** DISPUTED ** A Memory Leak vulnerability exists in SQLite Project SQLite3 3.35.1 and 3.37.0 via maliciously crafted SQL Queries (made via editing the Database File), it is possible to query a record, and leak subsequent bytes of memory that extend beyond the record, which could let a malicious user obtain sensitive information. NOTE: The developer disputes this as a vulnerability stating that If you give SQLite a corrupted database file and submit a query against the database, it might read parts of the database that you did not intend or expect."
34,Improper Validation of Array Index in sqlite3 | CVE-2022-35737 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-35737,Debian:11,SQLite 1.0.12 through 3.39.x before 3.39.2 sometimes allows an array-bounds overflow if billions of bytes are used in a string argument to a C API.
35,Access Restriction Bypass in shadow | CVE-2007-5686 | Snyk,https://www.cve.org/CVERecord?id=CVE-2007-5686,Debian:11,"initscripts in rPath Linux 1 sets insecure permissions for the /var/log/btmp file, which allows local users to obtain sensitive information regarding authentication attempts.  NOTE: because sshd detects the insecure permissions and does not log certain events, this also prevents sshd from logging failed authentication attempts by remote attackers."
36,Time-of-check Time-of-use (TOCTOU) in shadow | CVE-2013-4235 | Snyk,https://www.cve.org/CVERecord?id=CVE-2013-4235,Debian:11,shadow: TOCTOU (time-of-check time-of-use) race condition when copying and removing directory trees
37,Incorrect Permission Assignment for Critical Resource in shadow | CVE-2019-19882 | Snyk,https://www.cve.org/CVERecord?id=CVE-2019-19882,Debian:11,"shadow 4.8, in certain circumstances affecting at least Gentoo, Arch Linux, and Void Linux, allows local users to obtain root access because setuid programs are misconfigured. Specifically, this affects shadow 4.8 when compiled using --with-libpam but without explicitly passing --disable-account-tools-setuid, and without a PAM configuration suitable for use with setuid account management tools. This combination leads to account management tools (groupadd, groupdel, groupmod, useradd, userdel, usermod) that can easily be used by unprivileged local users to escalate privileges to root in multiple ways. This issue became much more relevant in approximately December 2019 when an unrelated bug was fixed (i.e., the chmod calls to suidusbins were fixed in the upstream Makefile which is now included in the release version 4.8)."
38,CVE-2020-27619 in python3.9 | CVE-2020-27619 | Snyk,https://www.cve.org/CVERecord?id=CVE-2020-27619,Debian:11,"In Python 3 through 3.9.0, the Lib/test/multibytecodec_support.py CJK codec tests call eval() on content retrieved via HTTP."
39,Information Exposure in python3.9 | CVE-2021-3426 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-3426,Debian:11,"There's a flaw in Python 3's pydoc. A local or adjacent attacker who discovers or is able to convince another local or adjacent user to start a pydoc server could access the server and use it to disclose sensitive information belonging to the other user that they would not normally be able to access. The highest risk of this flaw is to data confidentiality. This flaw affects Python versions before 3.8.9, Python versions before 3.9.3 and Python versions before 3.10.0a7."
40,Improper Input Validation in python3.9 | CVE-2021-29921 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-29921,Debian:11,"In Python before 3,9,5, the ipaddress library mishandles leading zero characters in the octets of an IP address string. This (in some situations) allows attackers to bypass access control that is based on IP addresses."
41,Resource Exhaustion in python3.9 | CVE-2021-3737 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-3737,Debian:11,"A flaw was found in python. An improperly handled HTTP response in the HTTP client code of python may allow a remote attacker, who controls the HTTP server, to make the client script enter an infinite loop, consuming CPU time. The highest threat from this vulnerability is to system availability."
42,Resource Exhaustion in python3.9 | CVE-2021-3733 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-3733,Debian:11,"There's a flaw in urllib's AbstractBasicAuthHandler class. An attacker who controls a malicious HTTP server that an HTTP client (such as web browser) connects to, could trigger a Regular Expression Denial of Service (ReDOS) during an authentication request with a specially crafted payload that is sent by the server to the client. The greatest threat that this flaw poses is to application availability."
43,Unchecked Return Value in python3.9 | CVE-2021-4189 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-4189,Debian:11,"A flaw was found in Python, specifically in the FTP (File Transfer Protocol) client library in PASV (passive) mode. The issue is how the FTP client trusts the host from the PASV response by default. This flaw allows an attacker to set up a malicious FTP server that can trick FTP clients into connecting back to a given IP address and port. This vulnerability could lead to FTP client scanning ports, which otherwise would not have been possible."
44,Arbitrary Code Injection in python3.9 | CVE-2022-0391 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-0391,Debian:11,"A flaw was found in Python, specifically within the urllib.parse module. This module helps break Uniform Resource Locator (URL) strings into components. The issue involves how the urlparse method does not sanitize input and allows characters like '\r' and '\n' in the URL path. This flaw allows an attacker to input a crafted URL, leading to injection attacks. This flaw affects Python versions prior to 3.10.0b1, 3.9.5, 3.8.11, 3.7.11 and 3.6.14."
45,Arbitrary Command Injection in python3.9 | CVE-2015-20107 | Snyk,https://www.cve.org/CVERecord?id=CVE-2015-20107,Debian:11,"In Python (aka CPython) up to 3.10.8, the mailcap module does not add escape characters into commands discovered in the system mailcap file. This may allow attackers to inject shell commands into applications that call mailcap.findmatch with untrusted input (if they lack validation of user-provided filenames or arguments). The fix is also back-ported to 3.7, 3.8, 3.9"
46,Incorrect Type Conversion or Cast in python3.9 | CVE-2020-10735 | Snyk,https://www.cve.org/CVERecord?id=CVE-2020-10735,Debian:11,"A flaw was found in python. In algorithms with quadratic time complexity using non-binary bases, when using int(""text""), a system could take 50ms to parse an int string with 100,000 digits and 5s for 1,000,000 digits (float, decimal, int.from_bytes(), and int() for binary bases 2, 4, 8, 16, and 32 are not affected). The highest threat from this vulnerability is to system availability."
47,Open Redirect in python3.9 | CVE-2021-28861 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-28861,Debian:11,"** DISPUTED ** Python 3.x through 3.10 has an open redirection vulnerability in lib/http/server.py due to no protection against multiple (/) at the beginning of URI path which may leads to information disclosure. NOTE: this is disputed by a third party because the http.server.html documentation page states ""Warning: http.server is not recommended for production. It only implements basic security checks."""
48,Integer Overflow or Wraparound in python3.9 | CVE-2022-37454 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-37454,Debian:11,The Keccak XKCP SHA-3 reference implementation before fdc6fef has an integer overflow and resultant buffer overflow that allows attackers to execute arbitrary code or eliminate expected cryptographic properties. This occurs in the sponge function interface.
49,CVE-2022-42919 in python3.9 | CVE-2022-42919 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-42919,Debian:11,"Python 3.9.x before 3.9.16 and 3.10.x before 3.10.9 on Linux allows local privilege escalation in a non-default configuration. The Python multiprocessing library, when used with the forkserver start method on Linux, allows pickles to be deserialized from any user in the same machine local network namespace, which in many system configurations means any user on the same machine. Pickles can execute arbitrary code. Thus, this allows for local user privilege escalation to the user that any forkserver process is running as. Setting multiprocessing.util.abstract_sockets_supported to False is a workaround. The forkserver start method for multiprocessing is not the default start method. This issue is Linux specific because only Linux supports abstract namespace sockets. CPython before 3.9 does not make use of Linux abstract namespace sockets by default. Support for users manually specifying an abstract namespace socket was added as a bugfix in 3.7.8 and 3.8.3, but users would need to make specific uncommon API calls in order to do that in CPython before 3.9."
50,Resource Exhaustion in python3.9 | CVE-2022-45061 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-45061,Debian:11,"An issue was discovered in Python before 3.11.1. An unnecessary quadratic algorithm exists in one path when processing some inputs to the IDNA (RFC 3490) decoder, such that a crafted, unreasonably long name being presented to the decoder could lead to a CPU denial of service. Hostnames are often supplied by remote servers that could be controlled by a malicious actor; in such a scenario, they could trigger excessive CPU consumption on the client attempting to make use of an attacker-supplied supposed hostname. For example, the attack payload could be placed in the Location header of an HTTP response with status code 302. A fix is planned in 3.11.1, 3.10.9, 3.9.16, 3.8.16, and 3.7.16."
51,Improper Verification of Cryptographic Signature in perl | CVE-2020-16156 | Snyk,https://www.cve.org/CVERecord?id=CVE-2020-16156,Debian:11,CPAN 2.28 allows Signature Verification Bypass.
52,Link Following in perl | CVE-2011-4116 | Snyk,https://www.cve.org/CVERecord?id=CVE-2011-4116,Debian:11,_is_safe in the File::Temp module for Perl does not properly handle symlinks.
53,Out-of-Bounds in pcre3 | CVE-2017-7245 | Snyk,https://www.cve.org/CVERecord?id=CVE-2017-7245,Debian:11,Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service (WRITE of size 4) or possibly have unspecified other impact via a crafted file.
54,Out-of-Bounds in pcre3 | CVE-2017-16231 | Snyk,https://www.cve.org/CVERecord?id=CVE-2017-16231,Debian:11,"** DISPUTED ** In PCRE 8.41, after compiling, a pcretest load test PoC produces a crash overflow in the function match() in pcre_exec.c because of a self-recursive call. NOTE: third parties dispute the relevance of this report, noting that there are options that can be used to limit the amount of stack that is used."
55,Uncontrolled Recursion in pcre3 | CVE-2017-11164 | Snyk,https://www.cve.org/CVERecord?id=CVE-2017-11164,Debian:11,"In PCRE 8.41, the OP_KETRMAX feature in the match function in pcre_exec.c allows stack exhaustion (uncontrolled recursion) when processing a crafted regular expression."
56,Out-of-Bounds in pcre3 | CVE-2017-7246 | Snyk,https://www.cve.org/CVERecord?id=CVE-2017-7246,Debian:11,Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service (WRITE of size 268) or possibly have unspecified other impact via a crafted file.
57,Out-of-bounds Read in pcre3 | CVE-2019-20838 | Snyk,https://www.cve.org/CVERecord?id=CVE-2019-20838,Debian:11,"libpcre in PCRE before 8.43 allows a subject buffer over-read in JIT when UTF is disabled, and \X or \R has more than one fixed quantifier, a related issue to CVE-2019-20454."
58,Release of Invalid Pointer or Reference in patch | CVE-2021-45261 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-45261,Debian:11,"An Invalid Pointer vulnerability exists in GNU patch 2.7 via the another_hunk function, which causes a Denial of Service."
59,NULL Pointer Dereference in patch | CVE-2018-6951 | Snyk,https://www.cve.org/CVERecord?id=CVE-2018-6951,Debian:11,"An issue was discovered in GNU patch through 2.7.6. There is a segmentation fault, associated with a NULL pointer dereference, leading to a denial of service in the intuit_diff_type function in pch.c, aka a ""mangled rename"" issue."
60,Directory Traversal in patch | CVE-2010-4651 | Snyk,https://www.cve.org/CVERecord?id=CVE-2010-4651,Debian:11,"Directory traversal vulnerability in util.c in GNU patch 2.6.1 and earlier allows user-assisted remote attackers to create or overwrite arbitrary files via a filename that is specified with a .. (dot dot) or full pathname, a related issue to CVE-2010-1679."
61,Double Free in patch | CVE-2018-6952 | Snyk,https://www.cve.org/CVERecord?id=CVE-2018-6952,Debian:11,A double free exists in the another_hunk function in pch.c in GNU patch through 2.7.6.
62,Inadequate Encryption Strength in openssl | CVE-2022-2097 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-2097,Debian:11,"AES OCB mode for 32-bit x86 platforms using the AES-NI assembly optimised implementation will not encrypt the entirety of the data under some circumstances. This could reveal sixteen bytes of data that was preexisting in the memory that wasn't written. In the special case of ""in place"" encryption, sixteen bytes of the plaintext would be revealed. Since OpenSSL does not support OCB based cipher suites for TLS and DTLS, they are both unaffected. Fixed in OpenSSL 3.0.5 (Affected 3.0.0-3.0.4). Fixed in OpenSSL 1.1.1q (Affected 1.1.1-1.1.1p)."
63,Cryptographic Issues in openssl | CVE-2007-6755 | Snyk,https://www.cve.org/CVERecord?id=CVE-2007-6755,Debian:11,"The NIST SP 800-90A default statement of the Dual Elliptic Curve Deterministic Random Bit Generation (Dual_EC_DRBG) algorithm contains point Q constants with a possible relationship to certain ""skeleton key"" values, which might allow context-dependent attackers to defeat cryptographic protection mechanisms by leveraging knowledge of those values.  NOTE: this is a preliminary CVE for Dual_EC_DRBG; future research may provide additional details about point Q and associated attacks, and could potentially lead to a RECAST or REJECT of this CVE."
64,Cryptographic Issues in openssl | CVE-2010-0928 | Snyk,https://www.cve.org/CVERecord?id=CVE-2010-0928,Debian:11,"OpenSSL 0.9.8i on the Gaisler Research LEON3 SoC on the Xilinx Virtex-II Pro FPGA uses a Fixed Width Exponentiation (FWE) algorithm for certain signature calculations, and does not verify the signature before providing it to a caller, which makes it easier for physically proximate attackers to determine the private key via a modified supply voltage for the microprocessor, related to a ""fault-based attack."""
65,CVE-2016-20012 in openssh | CVE-2016-20012 | Snyk,https://www.cve.org/CVERecord?id=CVE-2016-20012,Debian:11,"** DISPUTED ** OpenSSH through 8.7 allows remote attackers, who have a suspicion that a certain combination of username and public key is known to an SSH server, to test whether this suspicion is correct. This occurs because a challenge is sent only when that combination could be valid for a login session. NOTE: the vendor does not recognize user enumeration as a vulnerability for this product."
66,Improper Privilege Management in openssh | CVE-2021-41617 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-41617,Debian:11,"sshd in OpenSSH 6.2 through 8.x before 8.8, when certain non-default configurations are used, allows privilege escalation because supplemental groups are not initialized as expected. Helper programs for AuthorizedKeysCommand and AuthorizedPrincipalsCommand may run with privileges associated with group memberships of the sshd process, if the configuration specifies running the command as a different user."
67,Improper Authentication in openssh | CVE-2021-36368 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-36368,Debian:11,"** DISPUTED ** An issue was discovered in OpenSSH before 8.9. If a client is using public-key authentication with agent forwarding but without -oLogLevel=verbose, and an attacker has silently modified the server to support the None authentication option, then the user cannot determine whether FIDO authentication is going to confirm that the user wishes to connect to that server, or that the user wishes to allow that server to connect to a different server on the user's behalf. NOTE: the vendor's position is ""this is not an authentication bypass, since nothing is being bypassed."""
68,Information Exposure in openssh | CVE-2018-15919 | Snyk,https://www.cve.org/CVERecord?id=CVE-2018-15919,Debian:11,"Remotely observable behaviour in auth-gss2.c in OpenSSH through 7.8 could be used by remote attackers to detect existence of users on a target system when GSS2 is in use. NOTE: the discoverer states 'We understand that the OpenSSH developers do not want to treat such a username enumeration (or ""oracle"") as a vulnerability.'"
69,Information Exposure in openssh | CVE-2007-2768 | Snyk,https://www.cve.org/CVERecord?id=CVE-2007-2768,Debian:11,"OpenSSH, when using OPIE (One-Time Passwords in Everything) for PAM, allows remote attackers to determine the existence of certain user accounts, which displays a different response if the user account exists and is configured to use one-time passwords (OTP), a similar issue to CVE-2007-2243."
70,Improper Authentication in openssh | CVE-2007-2243 | Snyk,https://www.cve.org/CVERecord?id=CVE-2007-2243,Debian:11,"OpenSSH 4.6 and earlier, when ChallengeResponseAuthentication is enabled, allows remote attackers to determine the existence of user accounts by attempting to authenticate via S/KEY, which displays a different response if the user account exists, a similar issue to CVE-2001-1483."
71,Access Restriction Bypass in openssh | CVE-2008-3234 | Snyk,https://www.cve.org/CVERecord?id=CVE-2008-3234,Debian:11,"sshd in OpenSSH 4 on Debian GNU/Linux, and the 20070303 OpenSSH snapshot, allows remote authenticated users to obtain access to arbitrary SELinux roles by appending a :/ (colon slash) sequence, followed by the role name, to the username."
72,Inappropriate Encoding for Output Context in openssh | CVE-2019-6110 | Snyk,https://www.cve.org/CVERecord?id=CVE-2019-6110,Debian:11,"In OpenSSH 7.9, due to accepting and displaying arbitrary stderr output from the server, a malicious server (or Man-in-The-Middle attacker) can manipulate the client output, for example to use ANSI control codes to hide additional files being transferred."
73,Information Exposure in openssh | CVE-2020-14145 | Snyk,https://www.cve.org/CVERecord?id=CVE-2020-14145,Debian:11,The client side in OpenSSH 5.7 through 8.4 has an Observable Discrepancy leading to an information leak in the algorithm negotiation. This allows man-in-the-middle attackers to target initial connection attempts (where no host key for the server has been cached by the client). NOTE: some reports state that 8.5 and 8.6 are also affected.
74,OS Command Injection in openssh | CVE-2020-15778 | Snyk,https://www.cve.org/CVERecord?id=CVE-2020-15778,Debian:11,"** DISPUTED ** scp in OpenSSH through 8.3p1 allows command injection in the scp.c toremote function, as demonstrated by backtick characters in the destination argument. NOTE: the vendor reportedly has stated that they intentionally omit validation of ""anomalous argument transfers"" because that could ""stand a great chance of breaking existing workflows."""
75,Improper Initialization in openldap | CVE-2017-14159 | Snyk,https://www.cve.org/CVERecord?id=CVE-2017-14159,Debian:11,"slapd in OpenLDAP 2.4.45 and earlier creates a PID file after dropping privileges to a non-root account, which might allow local users to kill arbitrary processes by leveraging access to this non-root account for PID file modification before a root script executes a ""kill cat /pathname"" command, as demonstrated by openldap-initscript."
76,Out-of-Bounds in openldap | CVE-2017-17740 | Snyk,https://www.cve.org/CVERecord?id=CVE-2017-17740,Debian:11,"contrib/slapd-modules/nops/nops.c in OpenLDAP through 2.4.45, when both the nops module and the memberof overlay are enabled, attempts to free a buffer that was allocated on the stack, which allows remote attackers to cause a denial of service (slapd crash) via a member MODDN operation."
77,Cryptographic Issues in openldap | CVE-2015-3276 | Snyk,https://www.cve.org/CVERecord?id=CVE-2015-3276,Debian:11,"The nss_parse_ciphers function in libraries/libldap/tls_m.c in OpenLDAP does not properly parse OpenSSL-style multi-keyword mode cipher strings, which might cause a weaker than intended cipher to be used and allow remote attackers to have unspecified impact via unknown vectors."
78,Improper Certificate Validation in openldap | CVE-2020-15719 | Snyk,https://www.cve.org/CVERecord?id=CVE-2020-15719,Debian:11,"libldap in certain third-party OpenLDAP packages has a certificate-validation flaw when the third-party package is asserting RFC6125 support. It considers CN even when there is a non-matching subjectAltName (SAN). This is fixed in, for example, openldap-2.4.46-10.el8 in Red Hat Enterprise Linux."
79,Integer Overflow or Wraparound in openjpeg2 | CVE-2021-29338 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-29338,Debian:11,"Integer Overflow in OpenJPEG v2.4.0 allows remote attackers to crash the application, causing a Denial of Service (DoS). This occurs when the attacker uses the command line option ""-ImgDir"" on a directory that contains 1048576 files."
