,Name,Link,Affected Package,Description
12,Out-of-bounds Read in tiff | CVE-2022-2867 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-2867,Debian:11,"libtiff's tiffcrop utility has a uint32_t underflow that can lead to out of bounds read and write. An attacker who supplies a crafted file to tiffcrop (likely via tricking a user to run tiffcrop on it with certain parameters) could cause a crash or in some cases, further exploitation."
13,Improper Input Validation in tiff | CVE-2022-2868 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-2868,Debian:11,libtiff's tiffcrop utility has a improper input validation flaw that can lead to out of bounds read and ultimately cause a crash if an attacker is able to supply a crafted file to tiffcrop.
14,Out-of-bounds Read in tiff | CVE-2022-2953 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-2953,Debian:11,"LibTIFF 4.4.0 has an out-of-bounds read in extractImageSection in tools/tiffcrop.c:6905, allowing attackers to cause a denial-of-service via a crafted tiff file. For users that compile libtiff from sources, the fix is available with commit 48d6ece8."
15,Cross-site Scripting (XSS) in libxml2 | CVE-2016-3709 | Snyk,https://www.cve.org/CVERecord?id=CVE-2016-3709,Debian:11,Possible cross-site scripting vulnerability in libxml after commit 960f0e2.
16,Integer Overflow or Wraparound in libwebp | CVE-2016-9085 | Snyk,https://www.cve.org/CVERecord?id=CVE-2016-9085,Debian:11,Multiple integer overflows in libwebp allows attackers to have unspecified impact via unknown vectors.
17,Use After Free in libsepol | CVE-2021-36085 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-36085,Debian:11,The CIL compiler in SELinux 3.2 has a use-after-free in __cil_verify_classperms (called from __verify_map_perm_classperms and hashtab_map).
18,Out-of-bounds Read in libsepol | CVE-2021-36087 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-36087,Debian:11,The CIL compiler in SELinux 3.2 has a heap-based buffer over-read in ebitmap_match_any (called indirectly from cil_check_neverallow). This occurs because there is sometimes a lack of checks for invalid statements in an optional block.
19,Use After Free in libsepol | CVE-2021-36084 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-36084,Debian:11,The CIL compiler in SELinux 3.2 has a use-after-free in __cil_verify_classperms (called from __cil_verify_classpermission and __cil_pre_verify_helper).
20,Use After Free in libsepol | CVE-2021-36086 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-36086,Debian:11,The CIL compiler in SELinux 3.2 has a use-after-free in cil_reset_classpermission (called from cil_reset_classperms_set and cil_reset_classperms_list).
21,Buffer Overflow in libpng1.6 | CVE-2021-4214 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-4214,Debian:11,"A heap overflow flaw was found in libpngs' pngimage.c program. This flaw allows an attacker with local network access to pass a specially crafted PNG file to the pngimage utility, causing an application to crash, leading to a denial of service."
22,Memory Leak in libpng1.6 | CVE-2019-6129 | Snyk,https://www.cve.org/CVERecord?id=CVE-2019-6129,Debian:11,"** DISPUTED ** png_create_info_struct in png.c in libpng 1.6.36 has a memory leak, as demonstrated by pngcp. NOTE: a third party has stated ""I don't think it is libpng's job to free this buffer."""
23,Out-of-bounds Write in libjpeg-turbo | CVE-2021-46822 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-46822,Debian:11,The PPM reader in libjpeg-turbo through 2.0.90 mishandles use of tjLoadImage for loading a 16-bit binary PPM file into a grayscale buffer and loading a 16-bit binary PGM file into an RGB buffer. This is related to a heap-based buffer overflow in the get_word_rgb_row function in rdppm.c.
24,Out-of-bounds Read in libgd2 | CVE-2021-38115 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-38115,Debian:11,read_header_tga in gd_tga.c in the GD Graphics Library (aka LibGD) through 2.3.2 allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted TGA file.
25,Double Free in libgd2 | CVE-2021-40145 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-40145,Debian:11,"** DISPUTED ** gdImageGd2Ptr in gd_gd2.c in the GD Graphics Library (aka LibGD) through 2.3.2 has a double free. NOTE: the vendor's position is ""The GD2 image format is a proprietary image format of libgd. It has to be regarded as being obsolete, and should only be used for development and testing purposes."""
26,Out-of-bounds Read in libgd2 | CVE-2021-40812 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-40812,Debian:11,The GD Graphics Library (aka LibGD) through 2.3.2 has an out-of-bounds read because of the lack of certain gdGetBuf and gdPutBuf return value checks.
27,Information Exposure in libgcrypt20 | CVE-2021-33560 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-33560,Debian:11,"Libgcrypt before 1.8.8 and 1.9.x before 1.9.3 mishandles ElGamal encryption because it lacks exponent blinding to address a side-channel attack against mpi_powm, and the window size is not chosen appropriately. This, for example, affects use of ElGamal in OpenPGP."
28,Use of a Broken or Risky Cryptographic Algorithm in libgcrypt20 | CVE-2018-6829 | Snyk,https://www.cve.org/CVERecord?id=CVE-2018-6829,Debian:11,"cipher/elgamal.c in Libgcrypt through 1.8.2, when used to encrypt messages directly, improperly encodes plaintexts, which allows attackers to obtain sensitive information by reading ciphertext data (i.e., it does not have semantic security in face of a ciphertext-only attack). The Decisional Diffie-Hellman (DDH) assumption does not hold for Libgcrypt's ElGamal implementation."
29,CVE-2004-0971 in krb5 | CVE-2004-0971 | Snyk,https://www.cve.org/CVERecord?id=CVE-2004-0971,Debian:11,"The krb5-send-pr script in the kerberos5 (krb5) package in Trustix Secure Linux 1.5 through 2.1, and possibly other operating systems, allows local users to overwrite files via a symlink attack on temporary files."
30,Integer Overflow or Wraparound in krb5 | CVE-2018-5709 | Snyk,https://www.cve.org/CVERecord?id=CVE-2018-5709,Debian:11,"An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. There is a variable ""dbentry->n_key_data"" in kadmin/dbutil/dump.c that can store 16-bit data but unknowingly the developer has assigned a ""u4"" variable to it, which is for 32-bit data. An attacker can use this vulnerability to affect other artifacts of the database as we know that a Kerberos database dump file contains trusted data."
31,Out-of-Bounds in jbigkit | CVE-2017-9937 | Snyk,https://www.cve.org/CVERecord?id=CVE-2017-9937,Debian:11,"In LibTIFF 4.0.8, there is a memory malloc failure in tif_jbig.c. A crafted TIFF document can lead to an abort resulting in a remote denial of service attack."
32,Improper Input Validation in gnutls28 | CVE-2011-3389 | Snyk,https://www.cve.org/CVERecord?id=CVE-2011-3389,Debian:11,"The SSL protocol, as used in certain configurations in Microsoft Windows and Microsoft Internet Explorer, Mozilla Firefox, Google Chrome, Opera, and other products, encrypts data by using CBC mode with chained initialization vectors, which allows man-in-the-middle attackers to obtain plaintext HTTP headers via a blockwise chosen-boundary attack (BCBA) on an HTTPS session, in conjunction with JavaScript code that uses (1) the HTML5 WebSocket API, (2) the Java URLConnection API, or (3) the Silverlight WebClient API, aka a ""BEAST"" attack."
33,Out-of-Bounds in glibc | CVE-2019-1010022 | Snyk,https://www.cve.org/CVERecord?id=CVE-2019-1010022,Debian:11,"** DISPUTED ** GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass stack guard protection. The component is: nptl. The attack vector is: Exploit stack buffer overflow vulnerability and use this bypass vulnerability to bypass stack guard. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat."""
34,Uncontrolled Recursion in glibc | CVE-2019-9192 | Snyk,https://www.cve.org/CVERecord?id=CVE-2019-9192,Debian:11,"** DISPUTED ** In the GNU C Library (aka glibc or libc6) through 2.29, check_dst_limits_calc_pos_1 in posix/regexec.c has Uncontrolled Recursion, as demonstrated by '(|)(\1\1)*' in grep, a different issue than CVE-2018-20796. NOTE: the software maintainer disputes that this is a vulnerability because the behavior occurs only with a crafted pattern."
35,Use of Insufficiently Random Values in glibc | CVE-2019-1010025 | Snyk,https://www.cve.org/CVERecord?id=CVE-2019-1010025,Debian:11,"** DISPUTED ** GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor's position is ""ASLR bypass itself is not a vulnerability."""
36,Information Exposure in glibc | CVE-2019-1010024 | Snyk,https://www.cve.org/CVERecord?id=CVE-2019-1010024,Debian:11,"** DISPUTED ** GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat."""
37,CVE-2019-1010023 in glibc | CVE-2019-1010023 | Snyk,https://www.cve.org/CVERecord?id=CVE-2019-1010023,Debian:11,"** DISPUTED ** GNU Libc current is affected by: Re-mapping current loaded library with malicious ELF file. The impact is: In worst case attacker may evaluate privileges. The component is: libld. The attack vector is: Attacker sends 2 ELF files to victim and asks to run ldd on it. ldd execute code. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat."""
38,Uncontrolled Recursion in glibc | CVE-2018-20796 | Snyk,https://www.cve.org/CVERecord?id=CVE-2018-20796,Debian:11,"In the GNU C Library (aka glibc or libc6) through 2.29, check_dst_limits_calc_pos_1 in posix/regexec.c has Uncontrolled Recursion, as demonstrated by '(\227|)(\1\1|t1|\\2537)+' in grep."
39,Resource Management Errors in glibc | CVE-2010-4756 | Snyk,https://www.cve.org/CVERecord?id=CVE-2010-4756,Debian:11,"The glob implementation in the GNU C Library (aka glibc or libc6) allows remote authenticated users to cause a denial of service (CPU and memory consumption) via crafted glob expressions that do not match any pathnames, as demonstrated by glob expressions in STAT commands to an FTP daemon, a different vulnerability than CVE-2010-2632."
40,Out-of-bounds Write in freetype | CVE-2022-31782 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-31782,Debian:11,ftbench.c in FreeType Demo Programs through 2.12.1 has a heap-based buffer overflow.
41,XML External Entity (XXE) Injection in expat | CVE-2013-0340 | Snyk,https://www.cve.org/CVERecord?id=CVE-2013-0340,Debian:11,"expat 2.1.0 and earlier does not properly handle entities expansion unless an application developer uses the XML_SetEntityDeclHandler function, which allows remote attackers to cause a denial of service (resource consumption), send HTTP requests to intranet servers, or read arbitrary files via a crafted XML document, aka an XML External Entity (XXE) issue.  NOTE: it could be argued that because expat already provides the ability to disable external entity expansion, the responsibility for resolving this issue lies with application developers; according to this argument, this entry should be REJECTed, and each affected application would need its own CVE."
42,Out-of-bounds Read in e2fsprogs | CVE-2022-1304 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-1304,Debian:11,An out-of-bounds read/write vulnerability was found in e2fsprogs 1.46.5. This issue leads to a segmentation fault and possibly arbitrary code execution via a specially crafted filesystem.
43,Out-of-bounds Read in db5.3 | CVE-2019-8457 | Snyk,https://www.cve.org/CVERecord?id=CVE-2019-8457,Debian:11,SQLite3 from 3.6.0 to and including 3.27.2 is vulnerable to heap out-of-bound read in the rtreenode() function when handling invalid rtree tables.
44,Insufficiently Protected Credentials in curl | CVE-2021-22923 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-22923,Debian:11,"When curl is instructed to get content using the metalink feature, and a user name and password are used to download the metalink XML file, those same credentials are then subsequently passed on to each of the servers from which curl will download or try to download the contents from. Often contrary to the user's expectations and intentions and without telling the user it happened."
45,Improper Validation of Integrity Check Value in curl | CVE-2021-22922 | Snyk,https://www.cve.org/CVERecord?id=CVE-2021-22922,Debian:11,"When curl is instructed to download content using the metalink feature, thecontents is verified against a hash provided in the metalink XML file.The metalink XML file points out to the client how to get the same contentfrom a set of different URLs, potentially hosted by different servers and theclient can then download the file from one or several of them. In a serial orparallel manner.If one of the servers hosting the contents has been breached and the contentsof the specific file on that server is replaced with a modified payload, curlshould detect this when the hash of the file mismatches after a completeddownload. It should remove the contents and instead try getting the contentsfrom another URL. This is not done, and instead such a hash mismatch is onlymentioned in text and the potentially malicious content is kept in the file ondisk."
46,Cleartext Transmission of Sensitive Information in curl | CVE-2022-43551 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-43551,Debian:11,"A vulnerability exists in curl <7.87.0 HSTS check that could be bypassed to trick it to keep using HTTP. Using its HSTS support, curl can be instructed to use HTTPS instead of using an insecure clear-text HTTP step even when HTTP is provided in the URL. However, the HSTS mechanism could be bypassed if the host name in the given URL first uses IDN characters that get replaced to ASCII counterparts as part of the IDN conversion. Like using the character UTF-8 U+3002 (IDEOGRAPHIC FULL STOP) instead of the common ASCII full stop (U+002E) .. Then in a subsequent request, it does not detect the HSTS state and makes a clear text transfer. Because it would store the info IDN encoded but look for it IDN decoded."
47,CVE-2022-43552 in curl | CVE-2022-43552 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-43552,Debian:11,© 2023 Snyk Limited
48,Improper Input Validation in coreutils | CVE-2016-2781 | Snyk,https://www.cve.org/CVERecord?id=CVE-2016-2781,Debian:11,"chroot in GNU coreutils, when used with --userspec, allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer."
49,Race Condition in coreutils | CVE-2017-18018 | Snyk,https://www.cve.org/CVERecord?id=CVE-2017-18018,Debian:11,"In GNU Coreutils through 8.29, chown-core.c in chown and chgrp does not prevent replacement of a plain file with a symlink during use of the POSIX ""-R -L"" options, which allows local users to modify the ownership of arbitrary files by leveraging a race condition."
50,Out-of-bounds Write in bash | CVE-2022-3715 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-3715,Debian:11,"A flaw was found in the bash package, where a heap-buffer overflow can occur in valid parameter_transform. This issue may lead to memory problems."
51,Improper Verification of Cryptographic Signature in apt | CVE-2011-3374 | Snyk,https://www.cve.org/CVERecord?id=CVE-2011-3374,Debian:11,"It was found that apt-key in apt, all versions, do not correctly validate gpg keys with the master keyring, leading to a potential man-in-the-middle attack."
52,Out-of-bounds Write in tiff | CVE-2022-3626 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-3626,Debian:11,"LibTIFF 4.4.0 has an out-of-bounds write in _TIFFmemset in libtiff/tif_unix.c:340 when called from processCropSelections, tools/tiffcrop.c:7619, allowing attackers to cause a denial-of-service via a crafted tiff file. For users that compile libtiff from sources, the fix is available with commit 236b7191."
53,Out-of-bounds Write in tiff | CVE-2022-3597 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-3597,Debian:11,"LibTIFF 4.4.0 has an out-of-bounds write in _TIFFmemcpy in libtiff/tif_unix.c:346 when called from extractImageSection, tools/tiffcrop.c:6826, allowing attackers to cause a denial-of-service via a crafted tiff file. For users that compile libtiff from sources, the fix is available with commit 236b7191."
54,Out-of-bounds Write in tiff | CVE-2022-3627 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-3627,Debian:11,"LibTIFF 4.4.0 has an out-of-bounds write in _TIFFmemcpy in libtiff/tif_unix.c:346 when called from extractImageSection, tools/tiffcrop.c:6860, allowing attackers to cause a denial-of-service via a crafted tiff file. For users that compile libtiff from sources, the fix is available with commit 236b7191."
55,Out-of-bounds Write in tiff | CVE-2022-3598 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-3598,Debian:11,"LibTIFF 4.4.0 has an out-of-bounds write in extractContigSamplesShifted24bits in tools/tiffcrop.c:3604, allowing attackers to cause a denial-of-service via a crafted tiff file. For users that compile libtiff from sources, the fix is available with commit cfbb883b."
56,Out-of-bounds Write in tiff | CVE-2022-3570 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-3570,Debian:11,"Multiple heap buffer overflows in tiffcrop.c utility in libtiff library Version 4.4.0 allows attacker to trigger unsafe or out of bounds memory access via crafted TIFF image file which could result into application crash, potential information disclosure or any other context-dependent impact"
57,Out-of-bounds Read in tiff | CVE-2022-3599 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-3599,Debian:11,"LibTIFF 4.4.0 has an out-of-bounds read in writeSingleSection in tools/tiffcrop.c:7345, allowing attackers to cause a denial-of-service via a crafted tiff file. For users that compile libtiff from sources, the fix is available with commit e8131125."
58,Cleartext Transmission of Sensitive Information in curl | CVE-2022-42916 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-42916,Debian:11,"In curl before 7.86.0, the HSTS check could be bypassed to trick it into staying with HTTP. Using its HSTS support, curl can be instructed to use HTTPS directly (instead of using an insecure cleartext HTTP step) even when HTTP is provided in the URL. This mechanism could be bypassed if the host name in the given URL uses IDN characters that get replaced with ASCII counterparts as part of the IDN conversion, e.g., using the character UTF-8 U+3002 (IDEOGRAPHIC FULL STOP) instead of the common ASCII full stop of U+002E (.). The earliest affected version is 7.77.0 2021-05-26."
59,Numeric Errors in tiff | CVE-2022-3970 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-3970,Debian:11,A vulnerability was found in LibTIFF. It has been classified as critical. This affects the function TIFFReadRGBATileExt of the file libtiff/tif_getimage.c. The manipulation leads to integer overflow. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The name of the patch is 227500897dfb07fb7d27f7aa570050e62617e3be. It is recommended to apply a patch to fix this issue. The identifier VDB-213549 was assigned to this vulnerability.
60,Exposure of Resource to Wrong Sphere in curl | CVE-2022-32221 | Snyk,https://www.cve.org/CVERecord?id=CVE-2022-32221,Debian:11,"When doing HTTP(S) transfers, libcurl might erroneously use the read callback (CURLOPT_READFUNCTION) to ask for data to send, even when the CURLOPT_POSTFIELDS option has been set, if the same handle previously was used to issue a PUT request which used that callback. This flaw may surprise the application and cause it to misbehave and either send off the wrong data or use memory after free or similar in the subsequent POST request. The problem exists in the logic for a reused handle when it is changed from a PUT to a POST."
